	seqname	source	feature	start	end	score	strand	frame	attribute
2101	6	ena	gene	42043703	42053617	.	+	.	"gene_id ""BVRB_6g145690""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2102	6	ena	gene	7030924	7047797	.	-	.	"gene_id ""BVRB_6g133300""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2103	6	ena	gene	4499951	4500983	.	-	.	"gene_id ""BVRB_6g130850""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2104	6	ena	gene	3689352	3690328	.	+	.	"gene_id ""BVRB_6g130180""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2105	6	ena	gene	3890505	3895579	.	+	.	"gene_id ""BVRB_6g130370""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2106	6	ena	gene	22780527	22795896	.	-	.	"gene_id ""BVRB_6g140980""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2107	6	ena	gene	59884142	59891496	.	-	.	"gene_id ""BVRB_6g154480""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2108	6	ena	gene	4605980	4607944	.	-	.	"gene_id ""BVRB_6g130910""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2109	6	ena	gene	54019390	54033133	.	+	.	"gene_id ""BVRB_6g150350""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2110	6	ena	gene	13834153	13838614	.	-	.	"gene_id ""BVRB_6g137770""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2111	6	ena	gene	15101136	15101790	.	+	.	"gene_id ""BVRB_6g138330""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2112	6	ena	gene	7907658	7914082	.	-	.	"gene_id ""BVRB_6g134030""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2113	6	ena	gene	3681173	3684427	.	-	.	"gene_id ""BVRB_6g130160""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2114	6	ena	gene	31515165	31519385	.	+	.	"gene_id ""BVRB_6g143380""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2115	6	ena	gene	60414416	60417377	.	+	.	"gene_id ""BVRB_6g154950""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2116	6	ena	gene	4970829	4971952	.	+	.	"gene_id ""BVRB_6g131290""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2117	6	ena	gene	30974002	30977174	.	-	.	"gene_id ""BVRB_6g143190""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2118	6	ena	gene	13354504	13354962	.	-	.	"gene_id ""BVRB_6g137550""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2119	6	ena	gene	42470250	42474638	.	+	.	"gene_id ""BVRB_6g145760""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2120	6	ena	gene	5600161	5603983	.	-	.	"gene_id ""BVRB_6g131900""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2121	6	ena	gene	11670091	11673929	.	-	.	"gene_id ""BVRB_6g136550""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2122	6	ena	gene	50112258	50117313	.	+	.	"gene_id ""BVRB_6g147990""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2123	6	ena	gene	31248836	31249810	.	-	.	"gene_id ""BVRB_6g143270""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2124	6	ena	gene	52361834	52369969	.	-	.	"gene_id ""BVRB_6g149080""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2125	6	ena	gene	25991040	26011315	.	+	.	"gene_id ""BVRB_6g141780""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2126	6	ena	gene	58471642	58477501	.	-	.	"gene_id ""BVRB_6g153450""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2127	6	ena	gene	56768728	56769952	.	-	.	"gene_id ""BVRB_6g152320""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2128	6	ena	gene	20115159	20120172	.	-	.	"gene_id ""BVRB_6g140160""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2129	6	ena	gene	8760543	8765233	.	+	.	"gene_id ""BVRB_6g134650""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2130	6	ena	gene	56465812	56467653	.	+	.	"gene_id ""BVRB_6g152040""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2131	6	ena	gene	53710180	53714004	.	-	.	"gene_id ""BVRB_6g150120""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2132	6	ena	gene	53271698	53286692	.	-	.	"gene_id ""BVRB_6g149870""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2133	6	ena	gene	53865949	53868179	.	+	.	"gene_id ""BVRB_6g150200""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2134	6	ena	gene	7530547	7549041	.	-	.	"gene_id ""BVRB_6g133670""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2135	6	ena	gene	10972621	10978503	.	-	.	"gene_id ""BVRB_6g136120""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2136	6	ena	gene	23075436	23077495	.	-	.	"gene_id ""BVRB_6g141060""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2137	6	ena	gene	42188065	42195180	.	+	.	"gene_id ""BVRB_6g145710""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2138	6	ena	gene	21455819	21458111	.	+	.	"gene_id ""BVRB_6g140570""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2139	6	ena	gene	47111060	47111698	.	+	.	"gene_id ""BVRB_6g147100""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2140	6	ena	gene	46326329	46354855	.	-	.	"gene_id ""BVRB_6g146890""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2141	6	ena	gene	16259328	16261700	.	-	.	"gene_id ""BVRB_6g138910""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2142	6	ena	gene	52713135	52715851	.	+	.	"gene_id ""BVRB_6g149320""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2143	6	ena	gene	60598993	60604267	.	-	.	"gene_id ""BVRB_6g155120""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2144	6	ena	gene	50507701	50511945	.	-	.	"gene_id ""BVRB_6g148100""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2145	6	ena	gene	12089405	12089963	.	-	.	"gene_id ""BVRB_6g136710""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2146	6	ena	gene	6489467	6492008	.	+	.	"gene_id ""BVRB_6g132830""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2147	6	ena	gene	31202926	31209300	.	+	.	"gene_id ""BVRB_6g143250""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2148	6	ena	gene	23361888	23362582	.	-	.	"gene_id ""BVRB_6g141170""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2149	6	ena	gene	2214942	2216386	.	+	.	"gene_id ""BVRB_6g128790""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2150	6	ena	gene	11690349	11691847	.	-	.	"gene_id ""BVRB_6g136560""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2151	6	ena	gene	55729920	55738094	.	-	.	"gene_id ""BVRB_6g151350""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2152	6	ena	gene	5614904	5622453	.	-	.	"gene_id ""BVRB_6g131910""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2153	6	ena	gene	14643217	14644232	.	+	.	"gene_id ""BVRB_6g138120""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2154	6	ena	gene	36552428	36561284	.	-	.	"gene_id ""BVRB_6g144440""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2155	6	ena	gene	1953541	1958971	.	-	.	"gene_id ""BVRB_6g128600""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2156	6	ena	gene	59540379	59541345	.	-	.	"gene_id ""BVRB_6g154260""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2157	6	ena	gene	6502027	6508401	.	+	.	"gene_id ""BVRB_6g132850""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2158	6	ena	gene	10237136	10239748	.	-	.	"gene_id ""BVRB_6g135460""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2159	6	ena	gene	52128422	52132593	.	+	.	"gene_id ""BVRB_6g148890""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2160	6	ena	gene	37724581	37725235	.	+	.	"gene_id ""BVRB_6g144760""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2161	6	ena	gene	7117307	7122177	.	-	.	"gene_id ""BVRB_6g133350""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2162	6	ena	gene	53034069	53040953	.	-	.	"gene_id ""BVRB_6g149630""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2163	6	ena	gene	52791645	52792740	.	-	.	"gene_id ""BVRB_6g149390""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2164	6	ena	gene	45282298	45283662	.	-	.	"gene_id ""BVRB_6g146430""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2165	6	ena	gene	32104528	32108220	.	+	.	"gene_id ""BVRB_6g143570""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2166	6	ena	gene	55221202	55225345	.	+	.	"gene_id ""BVRB_6g151110""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2167	6	ena	gene	7124542	7137436	.	+	.	"gene_id ""BVRB_6g133360""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2168	6	ena	gene	14339618	14341910	.	+	.	"gene_id ""BVRB_6g138000""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2169	6	ena	gene	59325869	59327617	.	+	.	"gene_id ""BVRB_6g154070""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2170	6	ena	gene	57177945	57181822	.	-	.	"gene_id ""BVRB_6g152700""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2171	6	ena	gene	37506734	37536058	.	-	.	"gene_id ""BVRB_6g144680""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2172	6	ena	gene	240041	246940	.	-	.	"gene_id ""BVRB_6g127320""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2173	6	ena	gene	44371132	44406386	.	+	.	"gene_id ""BVRB_6g146170""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2174	6	ena	gene	40879296	40911739	.	+	.	"gene_id ""BVRB_6g145400""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2175	6	ena	gene	27369055	27384921	.	+	.	"gene_id ""BVRB_6g142240""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2176	6	ena	gene	9562559	9568517	.	-	.	"gene_id ""BVRB_6g135130""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2177	6	ena	gene	59236289	59237049	.	+	.	"gene_id ""BVRB_6g153990""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2178	6	ena	gene	51813216	51815075	.	-	.	"gene_id ""BVRB_6g148620""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2179	6	ena	gene	10334808	10346568	.	-	.	"gene_id ""BVRB_6g135510""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2180	6	ena	gene	7681308	7681833	.	-	.	"gene_id ""BVRB_6g133800""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2181	6	ena	gene	1390225	1398824	.	+	.	"gene_id ""BVRB_6g128170""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2182	6	ena	gene	3413996	3416380	.	+	.	"gene_id ""BVRB_6g129880""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2183	6	ena	gene	30095639	30111073	.	-	.	"gene_id ""BVRB_6g142900""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2184	6	ena	gene	15420470	15425684	.	-	.	"gene_id ""BVRB_6g138540""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2185	6	ena	gene	56134909	56137203	.	-	.	"gene_id ""BVRB_6g151730""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2186	6	ena	gene	14137917	14138690	.	-	.	"gene_id ""BVRB_6g137910""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2187	6	ena	gene	52412145	52415739	.	-	.	"gene_id ""BVRB_6g149140""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2188	6	ena	gene	1859119	1863959	.	+	.	"gene_id ""BVRB_6g128480""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2189	6	ena	gene	60364609	60369594	.	-	.	"gene_id ""BVRB_6g154900""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2190	6	ena	gene	8668271	8669488	.	-	.	"gene_id ""BVRB_6g134570""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2191	6	ena	gene	59379193	59385631	.	-	.	"gene_id ""BVRB_6g154130""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2192	6	ena	gene	2176073	2179597	.	-	.	"gene_id ""BVRB_6g128730""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2193	6	ena	gene	56747987	56749017	.	+	.	"gene_id ""BVRB_6g152310""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2194	6	ena	gene	30136968	30137752	.	+	.	"gene_id ""BVRB_6g142910""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2195	6	ena	gene	814318	819365	.	-	.	"gene_id ""BVRB_6g127740""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2196	6	ena	gene	18988328	18995357	.	+	.	"gene_id ""BVRB_6g139850""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2197	6	ena	gene	11721902	11726723	.	+	.	"gene_id ""BVRB_6g136600""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2198	6	ena	gene	15507023	15508914	.	-	.	"gene_id ""BVRB_6g138600""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2199	6	ena	gene	60236159	60246903	.	+	.	"gene_id ""BVRB_6g154780""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2200	6	ena	gene	54970241	54977575	.	-	.	"gene_id ""BVRB_6g150900""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2201	6	ena	gene	21459812	21463714	.	-	.	"gene_id ""BVRB_6g140580""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2202	6	ena	gene	30923490	30932224	.	-	.	"gene_id ""BVRB_6g143140""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2203	6	ena	gene	52471679	52474050	.	+	.	"gene_id ""BVRB_6g149180""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2204	6	ena	gene	5935962	5947546	.	+	.	"gene_id ""BVRB_6g132270""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2205	6	ena	gene	13956185	13968874	.	-	.	"gene_id ""BVRB_6g137840""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2206	6	ena	gene	44703461	44705047	.	-	.	"gene_id ""BVRB_6g146230""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2207	6	ena	gene	56556085	56559429	.	+	.	"gene_id ""BVRB_6g152130""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2208	6	ena	gene	7737528	7738563	.	-	.	"gene_id ""BVRB_6g133860""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2209	6	ena	gene	13332987	13333793	.	+	.	"gene_id ""BVRB_6g137520""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2210	6	ena	gene	2137502	2140741	.	+	.	"gene_id ""BVRB_6g128690""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2211	6	ena	gene	33093156	33097524	.	-	.	"gene_id ""BVRB_6g143800""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2212	6	ena	gene	1591694	1596787	.	-	.	"gene_id ""BVRB_6g128330""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2213	6	ena	gene	17046034	17048028	.	+	.	"gene_id ""BVRB_6g139230""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2214	6	ena	gene	46168716	46170787	.	+	.	"gene_id ""BVRB_6g146810""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2215	6	ena	gene	7602648	7607232	.	+	.	"gene_id ""BVRB_6g133710""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2216	6	ena	gene	56942624	56944158	.	+	.	"gene_id ""BVRB_6g152460""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2217	6	ena	gene	15331927	15334661	.	+	.	"gene_id ""BVRB_6g138500""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2218	6	ena	gene	1122090	1128074	.	-	.	"gene_id ""BVRB_6g128020""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2219	6	ena	gene	60540888	60557751	.	-	.	"gene_id ""BVRB_6g155080""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2220	6	ena	gene	36053793	36081517	.	+	.	"gene_id ""BVRB_6g144320""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2221	6	ena	gene	49606367	49616200	.	+	.	"gene_id ""BVRB_6g147800""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2222	6	ena	gene	9663765	9665717	.	-	.	"gene_id ""BVRB_6g135250""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2223	6	ena	gene	15168587	15170356	.	+	.	"gene_id ""BVRB_6g138370""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2224	6	ena	gene	56369316	56376067	.	-	.	"gene_id ""BVRB_6g151900""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2225	6	ena	gene	52792835	52795092	.	+	.	"gene_id ""BVRB_6g149410""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2226	6	ena	gene	13857222	13867494	.	-	.	"gene_id ""BVRB_6g137780""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2227	6	ena	gene	26317973	26318619	.	+	.	"gene_id ""BVRB_6g141880""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2228	6	ena	gene	1674340	1679344	.	-	.	"gene_id ""BVRB_6g128390""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2229	6	ena	gene	59855688	59856329	.	+	.	"gene_id ""BVRB_6g154440""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2230	6	ena	gene	53882664	53883055	.	-	.	"gene_id ""BVRB_6g150220""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2231	6	ena	gene	2803463	2806310	.	+	.	"gene_id ""BVRB_6g129350""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2232	6	ena	gene	55908921	55916877	.	+	.	"gene_id ""BVRB_6g151490""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2233	6	ena	gene	24922163	24925377	.	+	.	"gene_id ""BVRB_6g141530""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2234	6	ena	gene	7191991	7200164	.	-	.	"gene_id ""BVRB_6g133420""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2235	6	ena	gene	601577	604071	.	+	.	"gene_id ""BVRB_6g127570""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2236	6	ena	gene	46191581	46192501	.	-	.	"gene_id ""BVRB_6g146830""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2237	6	ena	gene	45769163	45769752	.	+	.	"gene_id ""BVRB_6g146610""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2238	6	ena	gene	58821443	58824583	.	+	.	"gene_id ""BVRB_6g153700""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2239	6	ena	gene	56936384	56944158	.	+	.	"gene_id ""BVRB_6g152450""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2240	6	ena	gene	4670374	4674954	.	-	.	"gene_id ""BVRB_6g131000""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2241	6	ena	gene	49026199	49042212	.	-	.	"gene_id ""BVRB_6g147590""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2242	6	ena	gene	41733525	41742902	.	+	.	"gene_id ""BVRB_6g145580""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2243	6	ena	gene	350488	352670	.	-	.	"gene_id ""BVRB_6g127400""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2244	6	ena	gene	22712371	22717915	.	+	.	"gene_id ""BVRB_6g140940""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2245	6	ena	gene	41355978	41362292	.	-	.	"gene_id ""BVRB_6g145510""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2246	6	ena	gene	48778709	48786800	.	-	.	"gene_id ""BVRB_6g147530""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2247	6	ena	gene	56826931	56828379	.	-	.	"gene_id ""BVRB_6g152370""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2248	6	ena	gene	26319354	26323148	.	-	.	"gene_id ""BVRB_6g141890""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2249	6	ena	gene	55923861	55925016	.	+	.	"gene_id ""BVRB_6g151500""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2250	6	ena	gene	55798955	55799494	.	-	.	"gene_id ""BVRB_6g151360""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2251	6	ena	gene	19960156	19969509	.	-	.	"gene_id ""BVRB_6g140110""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2252	6	ena	gene	3290567	3294981	.	-	.	"gene_id ""BVRB_6g129800""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2253	6	ena	gene	9348385	9358430	.	-	.	"gene_id ""BVRB_6g134980""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2254	6	ena	gene	17150850	17156320	.	+	.	"gene_id ""BVRB_6g139300""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2255	6	ena	gene	7290510	7292744	.	-	.	"gene_id ""BVRB_6g133510""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2256	6	ena	gene	8640933	8643610	.	+	.	"gene_id ""BVRB_6g134550""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2257	6	ena	gene	7683648	7689942	.	+	.	"gene_id ""BVRB_6g133810""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2258	6	ena	gene	49966568	49967303	.	-	.	"gene_id ""BVRB_6g147930""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2259	6	ena	gene	5542028	5552352	.	+	.	"gene_id ""BVRB_6g131840""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2260	6	ena	gene	3559540	3565556	.	+	.	"gene_id ""BVRB_6g130090""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2261	6	ena	gene	10198672	10203068	.	-	.	"gene_id ""BVRB_6g135440""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2262	6	ena	gene	59504756	59507674	.	+	.	"gene_id ""BVRB_6g154250""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2263	6	ena	gene	37884195	37887759	.	+	.	"gene_id ""BVRB_6g144810""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2264	6	ena	gene	31403558	31405682	.	+	.	"gene_id ""BVRB_6g143340""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2265	6	ena	gene	8080787	8090809	.	+	.	"gene_id ""BVRB_6g134210""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2266	6	ena	gene	7739764	7747473	.	-	.	"gene_id ""BVRB_6g133870""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2267	6	ena	gene	6800285	6802729	.	-	.	"gene_id ""BVRB_6g133100""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2268	6	ena	gene	23788732	23790128	.	-	.	"gene_id ""BVRB_6g141320""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2269	6	ena	gene	9399431	9400518	.	-	.	"gene_id ""BVRB_6g135020""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2270	6	ena	gene	11368740	11374478	.	+	.	"gene_id ""BVRB_6g136330""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2271	6	ena	gene	39441203	39441783	.	-	.	"gene_id ""BVRB_6g145080""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2272	6	ena	gene	31883097	31884841	.	-	.	"gene_id ""BVRB_6g143470""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2273	6	ena	gene	5436672	5440394	.	+	.	"gene_id ""BVRB_6g131780""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2274	6	ena	gene	59348312	59351374	.	-	.	"gene_id ""BVRB_6g154090""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2275	6	ena	gene	24520828	24531074	.	-	.	"gene_id ""BVRB_6g141450""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2276	6	ena	gene	55625454	55631330	.	+	.	"gene_id ""BVRB_6g151280""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2277	6	ena	gene	43802222	43802719	.	-	.	"gene_id ""BVRB_6g145990""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2278	6	ena	gene	1971976	1976593	.	+	.	"gene_id ""BVRB_6g128620""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2279	6	ena	gene	2895143	2897798	.	+	.	"gene_id ""BVRB_6g129440""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2280	6	ena	gene	12934976	12948620	.	+	.	"gene_id ""BVRB_6g137320""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2281	6	ena	gene	42951090	42956534	.	+	.	"gene_id ""BVRB_6g145870""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2282	6	ena	gene	7456296	7457164	.	+	.	"gene_id ""BVRB_6g133600""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2283	6	ena	gene	52297044	52299470	.	+	.	"gene_id ""BVRB_6g149030""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2284	6	ena	gene	7594818	7596360	.	+	.	"gene_id ""BVRB_6g133700""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2285	6	ena	gene	7670146	7676513	.	-	.	"gene_id ""BVRB_6g133770""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2286	6	ena	gene	9769130	9770164	.	-	.	"gene_id ""BVRB_6g135310""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2287	6	ena	gene	2350803	2352853	.	-	.	"gene_id ""BVRB_6g128920""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2288	6	ena	gene	6971694	6975139	.	+	.	"gene_id ""BVRB_6g133240""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2289	6	ena	gene	2741765	2744823	.	+	.	"gene_id ""BVRB_6g129310""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2290	6	ena	gene	53043869	53052503	.	-	.	"gene_id ""BVRB_6g149650""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2291	6	ena	gene	17634018	17646925	.	+	.	"gene_id ""BVRB_6g139490""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2292	6	ena	gene	52409594	52410678	.	+	.	"gene_id ""BVRB_6g149120""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2293	6	ena	gene	29232533	29235559	.	+	.	"gene_id ""BVRB_6g142690""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2294	6	ena	gene	54682161	54683216	.	+	.	"gene_id ""BVRB_6g150740""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2295	6	ena	gene	7678868	7679472	.	+	.	"gene_id ""BVRB_6g133780""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2296	6	ena	gene	59987841	59990785	.	+	.	"gene_id ""BVRB_6g154570""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2297	6	ena	gene	59608251	59611715	.	-	.	"gene_id ""BVRB_6g154280""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2298	6	ena	gene	56016958	56021455	.	+	.	"gene_id ""BVRB_6g151590""; gene_source ""ena""; gene_biotype ""protein_coding"";"
2299	6	ena	gene	33779885	33785115	.	-	.	"gene_id ""BVRB_6g143920""; gene_source ""ena""; gene_biotype ""protein_coding"";"
